742409,20,20,60,2,block
55188,20,20,60,4,beehive
871587,20,20,60,2,beehive
360647,20,20,60,3,beehive
624479,20,20,60,14,block
841848,20,20,60,7,block
800347,20,20,60,14,block
570446,20,20,60,20,block
77757,32,32,300,4,spaceship
